claim_id,section_id,section,domain,record_id,target_label,field,field_label,value_kind,baseline_value,current_value,proposed_value,current_status,current_verification_status,research_note,resolution_status,evidence_tier,confidence,estimate_rationale,source_1_title,source_1_url,source_1_publisher,source_1_published_date,source_1_accessed_date,source_1_excerpt,source_2_title,source_2_url,source_2_publisher,source_2_published_date,source_2_accessed_date,source_2_excerpt,source_3_title,source_3_url,source_3_publisher,source_3_published_date,source_3_accessed_date,source_3_excerpt
auto_claim__career_comp_profiles__NVDA_IC__growthRate,career-comp,Career Compensation,career_comp_profiles,NVDA_IC,NVIDIA IC (IC4-5),growthRate,Growth,percent,0.05,0.05,,record_level_placeholder,seed_default,Research and verify growth for NVIDIA IC (IC4-5).,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_IC__notes,career-comp,Career Compensation,career_comp_profiles,NVDA_IC,NVIDIA IC (IC4-5),notes,Notes,,Reference compensation profile used by path selectors.,Reference compensation profile used by path selectors.,,record_level_placeholder,seed_default,Research and verify notes for NVIDIA IC (IC4-5).,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_IC__label,career-comp,Career Compensation,career_comp_profiles,NVDA_IC,NVIDIA IC (IC4-5),label,Profile,,NVIDIA IC (IC4-5),NVIDIA IC (IC4-5),,record_level_placeholder,seed_default,Research and verify profile for NVIDIA IC (IC4-5).,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_IC__profileType,career-comp,Career Compensation,career_comp_profiles,NVDA_IC,NVIDIA IC (IC4-5),profileType,Track,,tech_company,tech_company,,record_level_placeholder,seed_default,Research and verify track for NVIDIA IC (IC4-5).,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_RESEARCH__annualRsu,career-comp,Career Compensation,career_comp_profiles,NVDA_RESEARCH,NVIDIA Research,annualRsu,Annual RSU,currency,150000,150000,,record_level_placeholder,seed_default,Research and verify annual rsu for NVIDIA Research.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_RESEARCH__baseSalary,career-comp,Career Compensation,career_comp_profiles,NVDA_RESEARCH,NVIDIA Research,baseSalary,Base Salary,currency,250000,250000,,record_level_placeholder,seed_default,Research and verify base salary for NVIDIA Research.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_RESEARCH__bonusPct,career-comp,Career Compensation,career_comp_profiles,NVDA_RESEARCH,NVIDIA Research,bonusPct,Bonus,percent,0.15,0.15,,record_level_placeholder,seed_default,Research and verify bonus for NVIDIA Research.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_RESEARCH__growthRate,career-comp,Career Compensation,career_comp_profiles,NVDA_RESEARCH,NVIDIA Research,growthRate,Growth,percent,0.05,0.05,,record_level_placeholder,seed_default,Research and verify growth for NVIDIA Research.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_RESEARCH__notes,career-comp,Career Compensation,career_comp_profiles,NVDA_RESEARCH,NVIDIA Research,notes,Notes,,Reference compensation profile used by path selectors.,Reference compensation profile used by path selectors.,,record_level_placeholder,seed_default,Research and verify notes for NVIDIA Research.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_RESEARCH__label,career-comp,Career Compensation,career_comp_profiles,NVDA_RESEARCH,NVIDIA Research,label,Profile,,NVIDIA Research,NVIDIA Research,,record_level_placeholder,seed_default,Research and verify profile for NVIDIA Research.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NVDA_RESEARCH__profileType,career-comp,Career Compensation,career_comp_profiles,NVDA_RESEARCH,NVIDIA Research,profileType,Track,,research_employer,research_employer,,record_level_placeholder,seed_default,Research and verify track for NVIDIA Research.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NEURALINK__annualRsu,career-comp,Career Compensation,career_comp_profiles,NEURALINK,Neuralink,annualRsu,Annual RSU,currency,60000,60000,,record_level_placeholder,seed_default,Research and verify annual rsu for Neuralink.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NEURALINK__baseSalary,career-comp,Career Compensation,career_comp_profiles,NEURALINK,Neuralink,baseSalary,Base Salary,currency,185000,185000,,record_level_placeholder,seed_default,Research and verify base salary for Neuralink.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NEURALINK__bonusPct,career-comp,Career Compensation,career_comp_profiles,NEURALINK,Neuralink,bonusPct,Bonus,percent,0.1,0.1,,record_level_placeholder,seed_default,Research and verify bonus for Neuralink.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NEURALINK__growthRate,career-comp,Career Compensation,career_comp_profiles,NEURALINK,Neuralink,growthRate,Growth,percent,0.04,0.04,,record_level_placeholder,seed_default,Research and verify growth for Neuralink.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NEURALINK__notes,career-comp,Career Compensation,career_comp_profiles,NEURALINK,Neuralink,notes,Notes,,Reference compensation profile used by path selectors.,Reference compensation profile used by path selectors.,,record_level_placeholder,seed_default,Research and verify notes for Neuralink.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NEURALINK__label,career-comp,Career Compensation,career_comp_profiles,NEURALINK,Neuralink,label,Profile,,Neuralink,Neuralink,,record_level_placeholder,seed_default,Research and verify profile for Neuralink.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__career_comp_profiles__NEURALINK__profileType,career-comp,Career Compensation,career_comp_profiles,NEURALINK,Neuralink,profileType,Track,,research_employer,research_employer,,record_level_placeholder,seed_default,Research and verify track for Neuralink.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__applicationFeeUsd,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,applicationFeeUsd,Application Fee,currency,100.0,100.0,,record_level_placeholder,verified_2026_03_22,Research and verify application fee for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__degreeType,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,degreeType,Degree,,PhD,PhD,,record_level_placeholder,verified_2026_03_22,Research and verify degree for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__department,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,department,Department,,SCS,SCS,,record_level_placeholder,verified_2026_03_22,Research and verify department for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__fundingNote,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,fundingNote,Funding Note,,Full tuition + stipend + fees + health insurance for all PhD students in good standing; guaranteed regardless of advisor,Full tuition + stipend + fees + health insurance for all PhD students in good standing; guaranteed regardless of advisor,,record_level_placeholder,verified_2026_03_22,Research and verify funding note for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__greStatus,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,greStatus,GRE,,Optional,Optional,,record_level_placeholder,verified_2026_03_22,Research and verify gre for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__lorCount,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,lorCount,LOR Count,number,3,3,,record_level_placeholder,verified_2026_03_22,Research and verify lor count for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__lastVerifiedDate,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,lastVerifiedDate,Last Verified,date,2026-03-22,2026-03-22,,record_level_placeholder,verified_2026_03_22,Research and verify last verified for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__locationLabel,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,locationLabel,Location,,"Pittsburgh, USA","Pittsburgh, USA",,record_level_placeholder,verified_2026_03_22,Research and verify location for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__notes,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,notes,Notes,,,,,record_level_placeholder,verified_2026_03_22,Research and verify notes for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__typicalOpenMonth,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,typicalOpenMonth,Opens,,Sep,Sep,,record_level_placeholder,verified_2026_03_22,Research and verify opens for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__programName,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,programName,Program,,PhD in Computer Science,PhD in Computer Science,,record_level_placeholder,verified_2026_03_22,Research and verify program for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__estimatedRentMonthly,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,estimatedRentMonthly,Rent,currency,1200,1200,,record_level_placeholder,verified_2026_03_22,Research and verify rent for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__CMU-SCS-PHD__researchExperienceExpectation,grad-programs,Grad Programs & Academic Costs,programs,CMU-SCS-PHD,CMU,researchExperienceExpectation,Research Expectation,,Most important factor; prior research experience and letters about research are critical; not formally required,Most important factor; prior research experience and letters about research are critical; not formally required,,record_level_placeholder,verified_2026_03_22,Research and verify research expectation for CMU.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
